CustomerID,Gender,tenure,MonthlyCharges,TotalCharges,TechSupport_Yes,OnlineBackup_Yes,StreamingTV_Yes,Contract_OneYear,Contract_TwoYear,Payment_Electronic,Payment_CreditCard,InternetService_Fiber,Churn
9788-YTFGE,Male,36,39,1404,1,0,0,1,0,1,0,1,1
9277-JOOMO,Female,65,37,2405,1,1,0,0,1,0,1,1,1
1907-YLNYW,Male,61,59,3599,0,0,0,0,1,1,0,0,0
1725-MIMXW,Female,18,61,1098,0,0,0,0,0,0,1,1,1
8947-YRTDV,Male,70,46,3220,1,1,1,1,0,0,1,1,1
3161-ONRWK,Male,60,77,4620,0,1,1,0,1,1,0,1,1
0114-RSRRW,Female,4,89,356,1,1,0,1,0,0,1,1,1
4565-NLZBV,Female,72,61,4392,0,0,0,0,1,1,0,0,1
0031-PVLZI,Male,20,114,2280,1,1,1,0,1,0,1,0,1
7206-GZCDC,Male,1,45,45,0,0,0,0,0,0,1,1,1
6682-VCIXC,Male,36,77,2772,0,1,0,1,0,1,0,1,0
4791-QRGMF,Male,17,76,1292,0,0,1,0,0,0,1,0,0
6475-VHUIZ,Female,19,84,1596,1,1,1,0,0,1,0,0,0
3910-MRQOY,Male,13,63,819,1,1,1,0,0,1,0,0,0
0661-WCQNQ,Male,4,36,144,0,0,0,0,0,1,0,0,1
7537-RBWEA,Female,53,72,3816,1,0,0,0,1,1,0,0,1
4656-CAURT,Male,8,68,544,0,0,0,1,0,0,1,0,1
0121-SNYRK,Male,54,113,6102,0,0,0,1,0,1,0,1,0
1768-ZAIFU,Male,59,59,3481,1,0,1,1,0,1,0,1,1
4671-LXRDQ,Male,6,68,408,1,1,1,0,1,1,0,0,1
3733-LSYCE,Male,49,29,1421,1,1,0,0,0,1,0,0,1
6265-FRMTQ,Male,71,68,4828,0,1,0,0,1,1,0,0,1
1934-SJVJK,Female,1,55,55,0,1,1,0,0,1,0,0,1
3838-OZURD,Male,40,28,1120,1,0,1,0,0,1,0,0,1
1371-DWPAZ,Male,32,106,3392,0,1,1,0,0,0,0,0,1
9269-CQOOL,Male,41,105,4305,1,1,1,1,0,1,0,0,1
2017-CCBLH,Female,51,79,4029,0,1,1,1,0,0,0,0,1
7690-KPNCU,Female,4,61,244,1,1,1,0,1,0,0,1,0
0536-BGFMZ,Female,34,114,3876,1,1,1,1,0,0,0,1,0
2293-IJWPS,Female,24,109,2616,1,1,0,1,0,0,0,1,1
2845-HSJCY,Female,70,93,6510,0,1,1,1,0,0,0,0,0
5469-NUJUR,Male,47,72,3384,1,1,0,0,0,0,0,1,1
1184-PJVDB,Female,43,53,2279,0,1,1,1,0,0,0,1,1
2625-TRCZQ,Male,27,41,1107,1,0,0,1,0,0,1,0,0
4102-HLENU,Female,49,62,3038,1,1,1,1,0,0,1,1,0
7266-GSSJX,Male,48,115,5520,0,1,0,0,1,0,1,0,1
7722-VJRQD,Male,3,47,141,0,0,1,0,1,0,1,1,1
7073-QETQY,Male,52,66,3432,1,1,0,0,1,0,0,0,1
9415-DPEWS,Female,36,118,4248,1,1,1,0,1,0,0,0,1
5624-RYAMH,Male,26,95,2470,0,0,1,1,0,0,1,0,0
0196-JTUQI,Male,65,88,5720,1,0,0,0,1,0,0,0,0
7130-YXBRO,Male,29,117,3393,1,1,0,0,0,1,0,1,0
9272-LSVYH,Female,36,69,2484,1,0,0,1,0,1,0,0,1
7943-RQCHR,Female,10,99,990,0,1,1,1,0,0,1,1,1
3793-MMFUH,Female,35,117,4095,0,0,1,0,0,0,1,1,1
3249-ZPQRG,Male,24,85,2040,1,0,0,1,0,1,0,1,1
2568-BRGYX,Female,4,103,412,0,1,1,0,0,0,0,1,1
3084-DOWLE,Female,47,24,1128,1,0,0,1,0,1,0,0,1
1084-MNSMJ,Male,62,73,4526,0,0,1,0,0,1,0,0,0
7721-JXEAW,Female,71,80,5680,0,1,0,0,1,1,0,1,1
7249-WBIYX,Female,48,79,3792,1,1,1,0,0,0,0,0,0
4238-HFHSN,Female,7,100,700,0,0,1,0,0,1,0,0,1
6250-CGGUN,Female,30,36,1080,0,0,1,0,1,0,1,1,0
5478-JJVZK,Female,26,70,1820,0,0,1,0,0,1,0,1,1
7596-IIWYC,Female,47,59,2773,0,1,0,0,0,1,0,0,0
6567-HOOPW,Male,9,25,225,0,0,1,1,0,1,0,1,0
9793-WECQC,Male,37,95,3515,0,1,1,0,0,1,0,1,0
4291-HPAXL,Male,25,106,2650,0,1,0,0,0,0,0,1,0
8999-YPYBV,Male,39,30,1170,0,1,1,0,1,0,0,0,1
1839-FBNFR,Male,47,95,4465,0,1,0,0,1,0,0,0,1
3164-AALRN,Female,11,32,352,0,1,0,0,0,1,0,0,1
3071-MVJCD,Male,35,106,3710,1,0,0,1,0,1,0,1,0
1697-BCSHV,Male,12,98,1176,0,0,0,0,1,0,1,0,1
0562-KBDVM,Male,34,112,3808,0,0,1,1,0,1,0,1,0
1131-SUEKT,Female,52,73,3796,1,0,1,0,0,1,0,1,0
3717-OEAUQ,Male,17,32,544,1,1,1,0,0,0,1,0,1
4538-WNTMJ,Female,52,117,6084,1,0,0,1,0,1,0,1,1
3334-CTHOL,Female,8,85,680,0,0,0,0,1,1,0,0,1
4704-ERYFC,Male,11,93,1023,0,0,0,0,0,1,0,1,1
9432-RUVSL,Female,62,55,3410,1,0,0,1,0,1,0,0,0
8060-HIWJJ,Male,72,102,7344,0,0,0,0,1,1,0,0,1
7684-XSZIY,Female,68,52,3536,1,1,0,1,0,1,0,0,1
9089-UOWJG,Male,6,99,594,0,0,1,0,0,0,0,1,0
8621-MNIHH,Female,49,83,4067,0,1,0,0,0,1,0,1,1
8039-ACLPL,Male,33,59,1947,0,1,0,0,1,0,1,0,0
9885-AIBVB,Male,63,38,2394,0,0,0,1,0,0,0,1,0
1934-MKPXS,Male,33,103,3399,0,1,0,0,1,0,0,1,1
2592-YKDIF,Male,49,22,1078,0,1,0,1,0,1,0,1,1
2272-JKMSI,Male,5,52,260,1,1,0,0,0,0,0,0,1
0471-LVHGK,Female,20,93,1860,1,0,1,0,0,1,0,0,0
9518-RWHZL,Male,46,120,5520,0,0,0,1,0,1,0,0,1
8714-CTZJW,Female,55,27,1485,0,1,0,1,0,1,0,0,0
3569-EDBPQ,Male,59,119,7021,1,1,0,0,1,0,0,0,1
3131-NWVFJ,Female,60,116,6960,1,0,0,0,1,0,1,1,1
7521-YXVZY,Female,30,82,2460,0,1,0,1,0,1,0,1,1
5419-CONWX,Male,31,35,1085,1,0,0,0,0,1,0,0,0
6240-EURKS,Male,3,31,93,1,0,1,1,0,1,0,1,0
2373-NTKOD,Female,59,81,4779,1,1,1,0,0,0,0,1,1
1970-KKFWL,Male,64,55,3520,0,1,1,1,0,0,1,1,1
6960-HVYXR,Female,24,102,2448,1,0,1,0,0,1,0,1,0
9337-SRRNI,Female,20,103,2060,0,0,1,0,1,0,0,1,1
0895-UADGO,Female,17,98,1666,0,0,0,0,0,0,0,0,0
5678-VFNEQ,Male,38,101,3838,0,0,0,1,0,1,0,0,0
5977-CKHON,Female,47,75,3525,0,1,0,1,0,0,1,0,1
7024-OHCCK,Female,42,49,2058,1,1,0,1,0,1,0,1,1
2692-BUCFV,Male,63,49,3087,1,1,1,1,0,0,1,0,1
7861-UVUFT,Female,63,74,4662,1,0,1,1,0,0,1,1,0
1830-GGFNM,Female,5,39,195,0,0,1,0,1,0,0,0,1
5302-BDJNT,Female,52,26,1352,1,0,1,0,1,1,0,0,0
5223-UZAVK,Female,1,95,95,0,1,0,1,0,0,0,0,1
4859-ZSRDZ,Male,26,69,1794,0,0,1,1,0,1,0,0,1
5651-WYIPH,Female,50,41,2050,1,1,1,0,1,0,0,0,1
9350-VLHMB,Female,64,20,1280,1,0,1,0,0,1,0,1,0
3498-LZGQZ,Female,53,50,2650,1,1,0,0,1,1,0,0,1
8785-CJSHH,Male,50,83,4150,1,1,0,0,1,1,0,1,1
5357-TZHPP,Male,1,67,67,1,0,1,0,1,0,0,1,1
3870-SPZSI,Male,50,84,4200,1,1,1,1,0,0,1,0,1
0680-DFNNY,Female,47,45,2115,1,0,1,1,0,1,0,1,1
7560-QRBXH,Male,54,44,2376,1,1,0,0,0,0,1,0,1
7077-XJMET,Female,6,69,414,0,1,0,0,1,1,0,1,1
8752-GHJFU,Female,22,110,2420,1,0,0,1,0,1,0,1,0
6896-SRVYQ,Female,65,42,2730,1,1,1,0,1,0,0,1,1
7767-UXAGJ,Male,14,36,504,0,0,1,1,0,0,0,0,1
4652-ODEVH,Male,68,69,4692,1,1,0,0,1,0,0,0,1
6510-UPNKS,Male,72,70,5040,1,1,1,1,0,1,0,0,0
6718-BDGHG,Male,54,108,5832,0,0,0,1,0,1,0,0,1
9046-DQMTP,Female,49,92,4508,1,1,1,0,0,0,1,1,0
6439-LAJXL,Female,12,28,336,0,1,0,0,0,1,0,1,0
1571-SAVHK,Female,34,49,1666,1,1,1,0,1,0,1,0,1
9052-VKDUW,Male,55,91,5005,1,1,0,1,0,0,1,1,0
9546-CQJSU,Female,68,85,5780,1,1,1,0,1,1,0,1,0
1666-JZPZT,Male,11,99,1089,0,0,1,1,0,1,0,0,1
5777-KJIRB,Male,25,99,2475,0,1,1,1,0,0,0,0,1
0506-LVNGN,Male,20,28,560,1,0,0,1,0,1,0,1,0
7677-SJJJK,Male,17,91,1547,1,0,0,1,0,0,1,1,0
2480-EJWYP,Female,72,91,6552,1,0,0,0,0,1,0,0,0
3253-HKOKL,Female,72,74,5328,1,1,1,0,0,0,0,1,0
7055-HNEOJ,Male,32,62,1984,1,0,1,0,1,1,0,1,0
5514-YQENT,Male,60,46,2760,0,0,0,0,0,1,0,0,0
3211-AAPKX,Female,20,84,1680,1,1,1,1,0,1,0,0,1
8445-DNBAE,Female,51,101,5151,0,0,0,1,0,1,0,0,1
2951-QOQTK,Male,57,85,4845,1,0,0,1,0,1,0,0,0
2958-NHPPS,Male,26,50,1300,1,1,1,1,0,1,0,1,0
6806-YDEUL,Male,67,41,2747,1,1,1,1,0,0,1,1,1
1735-XMJVH,Female,6,45,270,0,0,1,1,0,1,0,1,1
6890-PFRQX,Male,17,33,561,1,1,0,0,0,1,0,0,0
0222-CNVPT,Male,8,44,352,1,1,1,1,0,1,0,0,1
5899-OUVKV,Female,38,90,3420,0,0,0,0,0,0,1,0,1
8681-ICONS,Female,66,116,7656,0,1,1,0,1,1,0,0,1
1621-YNCJH,Female,11,73,803,0,0,1,1,0,0,1,1,1
3473-XIIIT,Female,54,114,6156,0,0,0,1,0,0,1,1,0
6362-QHAFM,Male,15,31,465,0,1,0,0,1,1,0,1,0
7893-IXHRQ,Male,45,35,1575,0,0,1,0,0,1,0,0,0
3070-BDOQC,Male,15,20,300,1,0,0,1,0,1,0,0,0
2952-QAYZF,Male,63,82,5166,1,0,0,1,0,1,0,0,0
6234-PFPXL,Female,8,28,224,0,0,0,0,1,1,0,0,1
9824-QCJPK,Female,40,44,1760,1,1,0,1,0,0,0,1,0
4763-PGDPO,Male,3,66,198,0,0,1,0,0,1,0,1,0
4283-IVYCI,Male,49,21,1029,1,1,1,1,0,0,0,1,1
1866-OBPNR,Female,5,114,570,0,1,0,1,0,1,0,0,1
8205-MQUGY,Male,62,94,5828,0,1,1,1,0,0,1,1,1
8970-ANWXO,Female,34,104,3536,0,0,1,1,0,0,0,1,0
9480-BQJEI,Male,62,45,2790,0,1,0,1,0,1,0,0,0
5394-SVGJV,Male,71,61,4331,1,1,1,1,0,0,1,1,1
6979-TNDEU,Male,10,84,840,1,0,0,1,0,0,0,0,1
9777-WJJPR,Male,4,90,360,1,0,0,0,1,0,0,0,0
9283-LZQOH,Male,70,94,6580,1,1,0,1,0,0,1,1,1
7079-QRCBC,Female,50,40,2000,0,0,0,1,0,1,0,1,1
9495-SKLKD,Male,38,114,4332,1,1,0,0,0,0,0,0,1
6048-UWKAL,Male,60,43,2580,1,1,0,0,1,1,0,0,1
5067-DGXLL,Male,35,100,3500,1,0,0,1,0,1,0,1,1
5469-CTCWN,Female,45,23,1035,1,0,1,1,0,1,0,0,1
9851-QXEEQ,Male,40,97,3880,1,0,1,1,0,1,0,0,0
6281-FKEWS,Female,14,89,1246,0,1,0,1,0,0,0,1,0
8898-KASCD,Male,11,73,803,0,1,1,0,0,1,0,1,1
9242-TKFSV,Male,61,106,6466,1,0,0,1,0,1,0,1,1
9290-SHCMB,Male,55,76,4180,0,1,0,1,0,0,0,1,0
0743-HNPFG,Female,51,99,5049,1,0,0,0,0,1,0,0,0
2277-BKJKN,Female,50,117,5850,1,1,1,1,0,0,1,0,0
9809-IMGCQ,Male,60,73,4380,1,1,1,1,0,0,1,1,0
5208-HFSBT,Male,27,56,1512,0,0,0,1,0,1,0,0,0
5035-PGZXH,Female,45,53,2385,0,0,1,1,0,0,0,0,1
8695-WDYEA,Male,62,112,6944,0,0,0,0,1,1,0,1,0
6543-JXSOO,Female,21,68,1428,1,1,0,1,0,1,0,0,0
8016-ZMGMO,Female,70,34,2380,1,0,1,1,0,0,0,0,0
8605-ITULD,Female,43,109,4687,1,1,0,0,1,1,0,1,1
3254-YRILK,Female,71,21,1491,1,0,0,0,0,0,1,1,1
6416-YJTTB,Male,39,119,4641,0,0,0,1,0,1,0,1,1
2667-WYLWJ,Female,30,39,1170,1,1,0,1,0,0,1,0,1
4472-VESGY,Female,31,116,3596,1,0,0,0,0,0,0,1,0
3195-TQDZX,Male,40,101,4040,1,1,1,1,0,0,1,1,1
3128-YOVTD,Male,64,67,4288,0,1,0,1,0,0,0,1,0
0529-ONKER,Female,54,20,1080,1,1,0,0,0,0,1,1,0
1728-CXQBE,Female,2,62,124,0,0,1,0,0,1,0,0,0
7041-TXQJH,Male,9,67,603,1,0,0,0,0,1,0,1,0
5014-GSOUQ,Female,57,34,1938,1,1,0,1,0,1,0,0,1
5724-BIDBU,Male,35,26,910,1,1,0,0,1,0,1,0,0
0481-SUMCB,Male,43,116,4988,1,1,1,1,0,0,1,1,0
1769-GRUIK,Female,2,93,186,1,0,1,0,1,0,0,1,1
5240-IJOQT,Female,41,101,4141,1,0,0,0,1,1,0,0,0
8819-WFGGJ,Female,47,87,4089,1,0,0,0,0,0,1,1,0
7427-AUFPY,Male,64,91,5824,0,1,1,1,0,0,1,0,1
2811-POVEX,Male,13,82,1066,1,0,0,0,1,1,0,1,0
1092-GANHU,Female,5,63,315,0,1,1,1,0,0,0,1,1
7898-PDWQE,Female,4,53,212,1,1,0,0,1,1,0,0,0
9972-EWRJS,Male,35,50,1750,0,0,0,1,0,0,0,1,0
9314-IJWSQ,Male,42,103,4326,1,1,1,0,0,1,0,1,0
0661-XEYAN,Male,36,90,3240,1,0,0,1,0,1,0,0,0
5799-JRCZO,Female,38,114,4332,1,1,0,0,0,0,0,1,1
1921-KYSAY,Female,29,80,2320,1,0,1,1,0,0,1,0,0
6198-RTPMF,Male,68,85,5780,0,1,0,0,0,0,1,0,0
2924-KHUVI,Male,71,32,2272,1,1,1,1,0,1,0,0,0
1925-GMVBW,Female,9,40,360,1,0,0,0,0,0,0,1,1
7881-EVUAD,Female,58,23,1334,0,1,0,1,0,1,0,1,1
6184-DYUOB,Female,35,80,2800,1,1,1,1,0,1,0,0,1
9207-ZPANB,Male,6,52,312,1,0,1,0,1,1,0,1,1
5766-XQXMQ,Female,72,30,2160,1,1,1,1,0,0,1,0,1
9327-QSDED,Male,19,37,703,1,1,1,0,1,1,0,0,0
1656-DRSMG,Male,51,118,6018,0,0,1,1,0,1,0,1,1
3012-VFFMN,Male,69,26,1794,1,0,0,1,0,0,1,0,0
2984-AFWNC,Female,24,22,528,0,0,1,1,0,1,0,0,0
0640-YJTPY,Male,5,107,535,0,1,0,1,0,1,0,0,1
8096-LOIST,Female,69,32,2208,1,1,1,0,1,0,1,0,0
9764-REAFF,Male,42,21,882,0,0,1,1,0,1,0,0,1
3703-VAVCL,Male,3,71,213,0,1,0,1,0,0,1,0,0
7107-UBYKY,Male,31,23,713,0,1,1,0,0,1,0,0,0
4881-GQJTW,Male,50,59,2950,1,1,1,0,0,1,0,0,1
8519-QJGJD,Female,31,120,3720,0,0,1,0,1,1,0,0,0
7876-DNYAP,Male,62,21,1302,0,0,1,1,0,0,1,1,1
7905-NJMXS,Female,3,99,297,0,1,0,1,0,1,0,1,0
2882-WDTBA,Male,6,32,192,0,0,1,0,1,0,0,0,1
2091-GPPIQ,Male,71,90,6390,0,1,0,1,0,1,0,1,1
6326-MTTXK,Male,20,53,1060,0,1,0,1,0,1,0,0,1
5071-FBJFS,Male,7,22,154,1,0,0,1,0,1,0,0,0
2796-UUZZO,Male,30,113,3390,0,1,0,1,0,0,1,1,0
2429-AYKKO,Male,20,35,700,0,0,0,1,0,1,0,0,0
9798-OPFEM,Female,12,114,1368,1,1,1,1,0,1,0,1,1
0330-IVZHA,Female,66,50,3300,0,0,1,0,0,0,1,1,1
3794-NFNCH,Male,27,97,2619,1,0,0,0,1,0,0,1,1
5193-QLVZB,Female,21,90,1890,1,0,0,1,0,0,0,0,1
7114-AEOZE,Male,36,71,2556,0,0,0,1,0,0,1,0,0
2886-KEFUM,Male,33,114,3762,0,1,0,0,0,0,1,1,1
5522-NYKPB,Male,50,65,3250,1,1,1,1,0,0,1,1,1
4237-RLAQD,Female,49,34,1666,1,0,0,1,0,1,0,1,1
9957-YODKZ,Male,55,32,1760,0,1,0,0,1,0,1,0,0
6518-KZXCB,Male,33,110,3630,1,0,0,1,0,0,0,1,0
2245-ADZFJ,Male,10,46,460,1,1,1,0,0,1,0,0,1
7776-QGYJC,Female,29,115,3335,0,1,0,0,0,0,1,0,1
9313-QOLTZ,Female,18,109,1962,0,1,0,1,0,0,1,0,0
9651-GTSAQ,Female,11,60,660,0,1,1,0,0,1,0,0,0
3186-BAXNB,Male,15,47,705,1,0,1,1,0,0,0,0,1
4672-FOTSD,Female,19,51,969,1,1,0,1,0,0,0,1,1
0637-YLETY,Male,49,86,4214,0,0,1,1,0,0,1,1,0
9818-XQCUV,Male,30,65,1950,0,0,0,0,1,1,0,1,1
7338-ERIVA,Male,50,68,3400,1,0,1,1,0,0,1,1,1
1157-BQCUW,Female,69,100,6900,1,1,0,0,0,1,0,1,0
8259-NFJTV,Female,3,33,99,0,1,1,1,0,1,0,0,1
3223-DWFIO,Female,54,119,6426,1,0,0,0,0,1,0,1,1
2660-EMUBI,Male,6,89,534,1,1,1,1,0,0,1,0,1
6968-GMKPR,Female,7,73,511,1,0,0,0,1,1,0,0,1
4751-ERMAN,Female,61,104,6344,0,0,0,0,0,0,0,1,1
1436-ZMJAN,Male,10,99,990,0,0,1,0,1,0,1,1,0
3292-PBZEJ,Female,67,34,2278,0,1,1,1,0,0,0,1,0
0799-DDIHE,Male,37,92,3404,1,1,1,0,1,0,0,1,0
3070-FNFZQ,Male,37,54,1998,1,0,0,0,0,1,0,0,0
2812-SFXMJ,Female,32,63,2016,0,1,0,1,0,0,0,1,0
7675-OZCZG,Female,17,99,1683,0,1,1,0,0,0,0,0,1
5014-WUQMG,Female,6,70,420,1,1,1,0,1,0,0,1,0
5312-TSZVC,Male,35,43,1505,1,0,1,1,0,1,0,1,1
2003-CKLOR,Male,68,99,6732,1,0,0,0,1,0,0,0,1
0993-OSGPT,Female,33,52,1716,0,0,0,0,1,1,0,0,0
9254-RBFON,Female,8,83,664,1,1,0,0,1,1,0,1,0
1205-WNWPJ,Female,12,111,1332,0,0,0,1,0,0,0,1,0
9391-EOYLI,Female,42,21,882,1,0,1,0,1,0,0,0,0
7108-DGVUU,Female,12,41,492,1,0,0,1,0,0,1,0,1
2782-JEEBU,Female,47,34,1598,0,1,0,1,0,0,0,1,0
5127-BZENZ,Female,4,59,236,0,0,1,1,0,0,1,0,0
2720-FVBQP,Male,44,60,2640,0,0,0,0,1,1,0,0,1
9906-NHHVC,Male,27,50,1350,1,1,0,1,0,0,1,1,1
4522-XRWWI,Male,34,66,2244,0,0,1,0,1,0,1,0,1
3766-EJLFL,Male,55,50,2750,1,0,1,1,0,1,0,1,0
5939-SXWHM,Male,40,116,4640,0,0,1,1,0,0,0,0,1
8152-UOBNY,Female,11,118,1298,0,0,0,1,0,0,1,1,0
7351-KYHQH,Male,32,40,1280,0,1,1,0,0,0,1,0,0
7643-RCHXS,Male,71,73,5183,1,1,1,1,0,0,0,0,1
8246-SHFGA,Female,56,38,2128,1,0,1,0,1,1,0,0,1
8387-MOJJT,Female,29,66,1914,1,1,1,0,1,1,0,0,0
0620-XEFWH,Male,53,90,4770,1,0,1,0,0,1,0,0,0
6485-QXWWE,Male,13,40,520,0,1,0,0,1,0,1,0,1
2761-OCIAX,Male,72,52,3744,1,0,1,0,1,1,0,1,1
7321-VGNKU,Male,34,100,3400,1,1,1,1,0,1,0,0,1
5327-CNLUQ,Female,8,46,368,0,1,1,0,0,1,0,1,1
7552-KEYGT,Male,53,66,3498,0,1,1,1,0,0,1,0,0
5816-JMLGY,Male,34,54,1836,0,0,1,0,1,1,0,1,0
3068-OMWZA,Male,34,77,2618,0,1,0,1,0,0,1,0,1
2927-QRRQV,Male,6,95,570,1,1,1,0,1,0,1,1,1
6032-KRXXO,Female,34,54,1836,0,1,1,0,0,0,1,0,0
7459-RRWQZ,Female,39,58,2262,0,0,0,1,0,0,1,0,1
6265-SXWBU,Male,66,56,3696,0,0,0,1,0,0,1,1,0
7941-RCJOW,Female,5,85,425,1,0,1,1,0,1,0,1,0
6374-NTQLP,Female,8,27,216,0,1,1,0,0,0,0,0,1
4154-AQUGT,Male,50,20,1000,1,1,1,0,1,0,1,1,1
2387-KDZQY,Male,37,53,1961,0,0,1,1,0,0,0,1,0
3584-WKTTW,Male,10,64,640,0,0,0,1,0,0,1,1,1
3399-BMLVW,Female,72,104,7488,0,1,0,1,0,0,1,0,1
1971-DTCZB,Female,24,103,2472,1,1,0,0,0,0,1,0,0
3092-IGHWF,Male,31,23,713,0,0,0,0,1,0,1,1,1
3374-PZLXD,Female,2,119,238,1,0,0,1,0,1,0,1,0
3813-DHBBB,Male,21,84,1764,0,1,1,1,0,1,0,1,0
2812-REYAT,Male,41,43,1763,0,0,0,0,1,0,0,0,1
6518-PPLMZ,Male,46,75,3450,0,1,0,1,0,0,1,1,0
4939-KYYPY,Male,1,98,98,0,0,1,1,0,1,0,0,0
8017-LXHFA,Male,61,100,6100,1,0,1,0,1,1,0,0,0
5930-GBIWP,Male,32,73,2336,1,1,0,1,0,0,0,0,1
6022-KOUQO,Female,30,112,3360,0,0,1,1,0,0,0,0,1
6352-TWCAU,Male,54,83,4482,0,1,1,1,0,1,0,1,0
2361-UPSND,Female,24,104,2496,1,1,0,1,0,0,0,0,1
6035-RIIOM,Male,62,78,4836,0,0,0,1,0,1,0,1,1
2929-QNSRW,Male,29,85,2465,0,1,0,0,0,1,0,0,1
1262-OPMFY,Female,34,30,1020,0,0,1,1,0,0,1,1,0
9504-DSHWM,Male,7,61,427,1,1,1,1,0,0,0,1,1
5035-BVCXS,Female,32,36,1152,1,1,0,1,0,0,0,0,1
6267-DCFFZ,Female,5,88,440,1,1,0,1,0,0,1,0,1
3533-UVMOM,Female,5,76,380,1,1,0,0,1,0,1,1,1
2439-LYPMQ,Male,35,58,2030,0,1,0,1,0,0,1,1,1
4248-QPAVC,Female,52,25,1300,1,0,0,1,0,0,0,1,1
1899-VXWXM,Female,68,61,4148,1,1,0,1,0,0,0,1,0
1478-VPOAD,Male,66,101,6666,1,1,1,1,0,0,0,1,1
9995-HOTOH,Male,21,113,2373,0,0,0,0,0,1,0,0,0
2988-PLAHS,Male,56,44,2464,0,1,1,0,0,1,0,1,1
1371-OJCEK,Female,11,105,1155,0,0,1,0,0,0,1,0,1
4999-IEZLT,Female,20,62,1240,0,0,1,0,0,1,0,0,0
8883-ANODQ,Male,13,27,351,0,0,0,1,0,0,1,1,1
4690-LLKUA,Female,70,29,2030,1,0,0,1,0,0,0,0,0
2351-RRBUE,Female,41,23,943,0,0,1,0,1,0,0,1,0
5980-BDHPY,Female,50,113,5650,0,1,1,1,0,0,0,0,0
1498-DQNRX,Male,51,53,2703,0,1,0,1,0,1,0,0,1
9469-WEJBT,Female,33,57,1881,0,0,1,1,0,0,1,1,0
3331-HQDTW,Female,20,54,1080,1,1,0,1,0,0,1,0,1
9490-DFPMD,Male,56,104,5824,0,1,0,1,0,1,0,1,0
2581-VKIRT,Male,28,53,1484,1,0,1,1,0,1,0,1,1
5442-XSDCW,Female,68,24,1632,0,0,1,1,0,0,0,0,0
7426-WEIJX,Female,27,112,3024,1,1,1,0,1,0,0,0,1
2851-MMUTZ,Male,32,26,832,1,1,0,0,0,1,0,1,0
3049-NDXFL,Female,37,37,1369,1,0,0,0,1,0,1,0,0
8580-AECUZ,Male,35,58,2030,1,0,1,0,1,1,0,0,1
3307-TLCUD,Female,3,35,105,1,1,0,0,0,1,0,1,0
6625-FLENO,Female,21,34,714,1,1,0,1,0,0,1,1,1
2967-MXRAV,Female,17,80,1360,1,0,1,0,0,0,1,1,0
7963-GQRMY,Female,23,24,552,0,1,1,1,0,0,0,1,1
8189-HBVRW,Female,32,103,3296,0,0,1,1,0,1,0,0,1
4163-KIUHY,Male,10,83,830,0,0,0,0,0,0,1,1,1
1228-FZFRV,Male,65,81,5265,0,0,0,0,1,0,1,1,1
3500-NSDOA,Female,45,119,5355,0,0,0,1,0,1,0,1,1
1171-TYKUR,Female,56,79,4424,0,1,1,1,0,0,1,1,0
3761-FLYZI,Male,47,53,2491,1,0,0,0,0,0,0,0,0
2058-DCJBE,Male,56,60,3360,1,0,1,1,0,1,0,1,1
5364-XYIRR,Female,46,108,4968,1,0,0,1,0,0,0,1,0
4829-AUOAX,Male,48,90,4320,0,1,1,0,0,1,0,0,1
1219-NNDDO,Female,5,119,595,1,0,0,0,1,1,0,1,0
8388-DMKAE,Female,2,90,180,0,1,1,1,0,0,1,1,1
4403-BWPAY,Male,31,102,3162,1,1,0,0,1,1,0,1,0
9659-QEQSY,Female,17,39,663,0,0,1,1,0,1,0,0,1
5405-ZMYXQ,Female,14,72,1008,1,1,1,0,0,1,0,0,0
5047-LHVLY,Female,36,40,1440,1,0,0,1,0,0,1,0,0
1442-OKRJE,Male,32,70,2240,0,0,0,1,0,1,0,0,1
4737-AQCPU,Male,66,27,1782,0,1,0,1,0,0,0,0,1
9158-VCTQB,Female,57,104,5928,1,1,1,0,1,1,0,1,1
2808-CHTDM,Male,19,59,1121,1,0,1,0,0,1,0,1,0
6311-UEUME,Male,16,81,1296,1,0,0,0,1,1,0,1,1
0793-TWELN,Male,20,107,2140,0,0,1,1,0,0,1,0,1
3283-WCWXT,Male,18,88,1584,0,0,1,1,0,1,0,1,0
1060-ENTOF,Male,44,108,4752,1,0,0,0,0,0,1,1,0
0999-QXNSA,Female,40,44,1760,1,1,1,0,0,0,1,0,0
5451-MHQOF,Male,49,86,4214,0,1,0,0,0,1,0,0,1
4836-WNFNO,Female,62,112,6944,1,0,1,0,1,1,0,0,1
9225-BZLNZ,Female,69,54,3726,1,1,1,0,1,1,0,0,0
0354-VXMJC,Female,11,21,231,1,0,0,0,1,0,1,1,0
4422-QVIJA,Female,17,20,340,1,1,0,1,0,0,1,0,1
9365-SRSZE,Female,50,47,2350,1,1,1,0,0,1,0,0,1
6839-ITVZJ,Female,43,65,2795,0,1,1,0,0,0,0,0,0
8332-OSJDW,Female,64,75,4800,1,0,0,1,0,1,0,1,1
4735-BJKOU,Female,2,63,126,0,0,0,1,0,0,1,1,0
0274-JKUJR,Female,19,90,1710,1,1,1,1,0,0,1,1,0
5740-YHGTW,Male,24,106,2544,0,0,0,1,0,1,0,0,1
8917-SZTTJ,Female,2,44,88,0,1,0,1,0,0,1,1,1
1696-MZVAU,Female,48,41,1968,1,1,1,1,0,1,0,0,1
